title,year,duration,genre,rating,url,User-Agnet
Ace in the Hole ,1951,1h 51min,Drama,8.1,https://www.imdb.com/title/tt0043338/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Wages of Fear ,1953,2h 11min,Adventure,8.1,https://www.imdb.com/title/tt0046268/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Third Man ,1949,1h 33min,Film-Noir,8.1,https://www.imdb.com/title/tt0041959/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Ben-Hur ,1959,3h 32min,Adventure,8.1,https://www.imdb.com/title/tt0052618/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
On the Waterfront ,1954,1h 48min,Crime,8.1,https://www.imdb.com/title/tt0047296/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Bridge on the River Kwai ,1957,2h 41min,Adventure,8.1,https://www.imdb.com/title/tt0050212/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The 400 Blows ,1959,1h 39min,Crime,8.1,https://www.imdb.com/title/tt0053198/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Throne of Blood ,1957,1h 50min,Drama,8.1,https://www.imdb.com/title/tt0050613/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Persona ,1966,1h 23min,Drama,8.1,https://www.imdb.com/title/tt0060827/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Barry Lyndon ,1975,3h 5min,Adventure,8.1,https://www.imdb.com/title/tt0072684/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Cool Hand Luke ,1967,2h 7min,Crime,8.1,https://www.imdb.com/title/tt0061512/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Network ,1976,2h 1min,Drama,8.1,https://www.imdb.com/title/tt0074958/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Deer Hunter ,1978,3h 3min,Drama,8.1,https://www.imdb.com/title/tt0077416/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Rocky ,1976,2h,Drama,8.1,https://www.imdb.com/title/tt0075148/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Monty Python's Life of Brian ,1979,1h 34min,Comedy,8.1,https://www.imdb.com/title/tt0079470/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Elephant Man ,1980,2h 4min,Biography,8.1,https://www.imdb.com/title/tt0080678/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Blade Runner ,1982,1h 57min,Action,8.1,https://www.imdb.com/title/tt0083658/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Thing ,1982,1h 49min,Horror,8.1,https://www.imdb.com/title/tt0084787/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Fanny and Alexander ,1982,3h 8min,Drama,8.1,https://www.imdb.com/title/tt0083922/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
"Paris, Texas ",1984,2h 25min,Drama,8.1,https://www.imdb.com/title/tt0087884/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Nausicaä of the Valley of the Wind ,1984,1h 57min,Animation,8.1,https://www.imdb.com/title/tt0087544/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Platoon ,1986,2h,Drama,8.1,https://www.imdb.com/title/tt0091763/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Stand by Me ,1986,1h 29min,Adventure,8.1,https://www.imdb.com/title/tt0092005/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Princess Bride ,1987,1h 38min,Adventure,8.1,https://www.imdb.com/title/tt0093779/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Dead Poets Society ,1989,2h 8min,Comedy,8.1,https://www.imdb.com/title/tt0097165/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
In the Name of the Father ,1993,2h 13min,Biography,8.1,https://www.imdb.com/title/tt0107207/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Before Sunrise ,1995,1h 41min,Drama,8.1,https://www.imdb.com/title/tt0112471/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Fargo ,1996,1h 38min,Crime,8.1,https://www.imdb.com/title/tt0116282/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Jurassic Park ,1993,2h 7min,Action,8.1,https://www.imdb.com/title/tt0107290/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Trainspotting ,1996,1h 33min,Drama,8.1,https://www.imdb.com/title/tt0117951/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
La Haine ,1995,1h 38min,Crime,8.1,https://www.imdb.com/title/tt0113247/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Truman Show ,1998,1h 43min,Comedy,8.1,https://www.imdb.com/title/tt0120382/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
In the Mood for Love ,2000,1h 38min,Drama,8.1,https://www.imdb.com/title/tt0118694/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Sixth Sense ,1999,1h 47min,Drama,8.1,https://www.imdb.com/title/tt0167404/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Big Lebowski ,1998,1h 57min,Comedy,8.1,https://www.imdb.com/title/tt0118715/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Spotlight ,2015,2h 9min,Biography,8.1,https://www.imdb.com/title/tt1895587/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Lagaan: Once Upon a Time in India ,2001,3h 44min,Adventure,8.1,https://www.imdb.com/title/tt0169102/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Ford v Ferrari ,2019,2h 32min,Action,8.1,https://www.imdb.com/title/tt1950186/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Rush ,2013,2h 3min,Biography,8.1,https://www.imdb.com/title/tt1979320/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Gone Girl ,2014,2h 29min,Drama,8.1,https://www.imdb.com/title/tt2267998/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Hacksaw Ridge ,2016,2h 19min,Biography,8.1,https://www.imdb.com/title/tt2119532/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
PK ,2014,2h 33min,Comedy,8.1,https://www.imdb.com/title/tt2338151/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
12 Years a Slave ,2013,2h 14min,Biography,8.1,https://www.imdb.com/title/tt2024544/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Grand Budapest Hotel ,2014,1h 39min,Adventure,8.1,https://www.imdb.com/title/tt2278388/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Logan ,2017,2h 17min,Action,8.1,https://www.imdb.com/title/tt3315342/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Wild Tales ,2014,2h 2min,Comedy,8.1,https://www.imdb.com/title/tt3011894/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Invisible Guest ,2016,1h 46min,Crime,8.1,https://www.imdb.com/title/tt4857264/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Room ,2015,1h 58min,Drama,8.1,https://www.imdb.com/title/tt3170832/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Handmaiden ,2016,2h 25min,Drama,8.1,https://www.imdb.com/title/tt4016934/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Gold Rush ,1925,1h 35min,Adventure,8.2,https://www.imdb.com/title/tt0015864/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Sherlock Jr. ,1924,45min,Action,8.2,https://www.imdb.com/title/tt0015324/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Treasure of the Sierra Madre ,1948,2h 6min,Adventure,8.2,https://www.imdb.com/title/tt0040897/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Tokyo Story ,1953,2h 16min,Drama,8.2,https://www.imdb.com/title/tt0046438/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
All About Eve ,1950,2h 18min,Drama,8.2,https://www.imdb.com/title/tt0042192/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Dial M for Murder ,1954,1h 45min,Crime,8.2,https://www.imdb.com/title/tt0046912/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Rashomon ,1950,1h 28min,Crime,8.2,https://www.imdb.com/title/tt0042876/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Seventh Seal ,1957,1h 36min,Drama,8.2,https://www.imdb.com/title/tt0050976/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Wild Strawberries ,1957,1h 31min,Drama,8.2,https://www.imdb.com/title/tt0050986/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Some Like It Hot ,1959,2h 1min,Comedy,8.2,https://www.imdb.com/title/tt0053291/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Yojimbo ,1961,1h 50min,Action,8.2,https://www.imdb.com/title/tt0055630/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Judgment at Nuremberg ,1961,2h 59min,Drama,8.2,https://www.imdb.com/title/tt0055031/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Great Escape ,1963,2h 52min,Adventure,8.2,https://www.imdb.com/title/tt0057115/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Andrei Rublev ,1966,3h 25min,Biography,8.2,https://www.imdb.com/title/tt0060107/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Monty Python and the Holy Grail ,1975,1h 31min,Adventure,8.2,https://www.imdb.com/title/tt0071853/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Raging Bull ,1980,2h 9min,Biography,8.2,https://www.imdb.com/title/tt0081398/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
To Kill a Mockingbird ,1962,2h 9min,Crime,8.2,https://www.imdb.com/title/tt0056592/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Chinatown ,1974,2h 10min,Drama,8.2,https://www.imdb.com/title/tt0071315/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Stalker ,1979,2h 42min,Drama,8.2,https://www.imdb.com/title/tt0079944/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Ran ,1985,2h 42min,Action,8.2,https://www.imdb.com/title/tt0089881/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Pan's Labyrinth ,2006,1h 58min,Drama,8.2,https://www.imdb.com/title/tt0457430/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
There Will Be Blood ,2007,2h 38min,Drama,8.2,https://www.imdb.com/title/tt0469494/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Wolf of Wall Street ,2013,3h,Biography,8.2,https://www.imdb.com/title/tt0993846/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Secret in Their Eyes ,2009,2h 9min,Drama,8.2,https://www.imdb.com/title/tt1305806/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Warrior ,2011,2h 20min,Drama,8.2,https://www.imdb.com/title/tt1291584/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Gangs of Wasseypur ,2012,5h 21min,Action,8.2,https://www.imdb.com/title/tt1954470/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Inside Out ,2015,1h 35min,Animation,8.2,https://www.imdb.com/title/tt2096673/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Up ,2009,1h 36min,Animation,8.2,https://www.imdb.com/title/tt1049413/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Winter Sleep ,2014,3h 16min,Drama,8.2,https://www.imdb.com/title/tt2758880/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Drishyam ,2015,2h 43min,Crime,8.2,https://www.imdb.com/title/tt4430212/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Klaus ,2019,1h 36min,Animation,8.2,https://www.imdb.com/title/tt4729430/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
"Three Billboards Outside Ebbing, Missouri ",2017,1h 55min,Comedy,8.2,https://www.imdb.com/title/tt5027774/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Green Book ,2018,2h 10min,Biography,8.2,https://www.imdb.com/title/tt6966692/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Kid ,1921,1h 8min,Comedy,8.3,https://www.imdb.com/title/tt0012349/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
M ,1931,1h 39min,Crime,8.3,https://www.imdb.com/title/tt0022100/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Portrait of a Lady on Fire ,2019,2h 2min,Drama,8.2,https://www.imdb.com/title/tt8613070/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Metropolis ,1927,2h 33min,Drama,8.3,https://www.imdb.com/title/tt0017136/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Citizen Kane ,1941,1h 59min,Drama,8.3,https://www.imdb.com/title/tt0033467/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Ikiru ,1952,2h 23min,Drama,8.3,https://www.imdb.com/title/tt0044741/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Vertigo ,1958,2h 8min,Mystery,8.3,https://www.imdb.com/title/tt0052357/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Double Indemnity ,1944,1h 47min,Crime,8.3,https://www.imdb.com/title/tt0036775/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Bicycle Thieves ,1948,1h 29min,Drama,8.3,https://www.imdb.com/title/tt0040522/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Apartment ,1960,2h 5min,Comedy,8.3,https://www.imdb.com/title/tt0053604/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
North by Northwest ,1959,2h 16min,Adventure,8.3,https://www.imdb.com/title/tt0053125/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Singin' in the Rain ,1952,1h 43min,Comedy,8.3,https://www.imdb.com/title/tt0045152/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Lawrence of Arabia ,1962,3h 48min,Adventure,8.3,https://www.imdb.com/title/tt0056172/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
2001: A Space Odyssey ,1968,2h 29min,Adventure,8.3,https://www.imdb.com/title/tt0062622/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
A Clockwork Orange ,1971,2h 16min,Crime,8.3,https://www.imdb.com/title/tt0066921/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
The Sting ,1973,2h 9min,Comedy,8.3,https://www.imdb.com/title/tt0070735/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
For a Few Dollars More ,1965,2h 12min,Western,8.3,https://www.imdb.com/title/tt0059578/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Das Boot ,1981,2h 29min,Adventure,8.3,https://www.imdb.com/title/tt0082096/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Taxi Driver ,1976,1h 54min,Crime,8.3,https://www.imdb.com/title/tt0075314/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Scarface ,1983,2h 50min,Crime,8.3,https://www.imdb.com/title/tt0086250/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
Star Wars: Episode VI - Return of the Jedi ,1983,2h 11min,Action,8.3,https://www.imdb.com/title/tt0086190/?ref_=adv_li_tt,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15"
